firstAlg,secondAlg,step,firstOut,secondOut,firstGain,secondGain,firstPoints,secondPoints
strategyChecker,strategyChecker,12,false,false,1,1,19,19
strategyChecker,strategyChecker,13,true,true,2,2,21,21
strategyChecker,strategyChecker,14,false,false,1,1,22,22
strategyChecker,strategyChecker,15,true,true,2,2,24,24
strategyChecker,strategyChecker,16,false,false,1,1,25,25
strategyChecker,strategyChecker,17,true,true,2,2,27,27
strategyChecker,strategyChecker,18,false,false,1,1,28,28
strategyChecker,strategyChecker,19,true,true,2,2,30,30
strategyChecker,strategyChecker,20,false,false,1,1,31,31
strategyChecker,strategyChecker,21,true,true,2,2,33,33
strategyChecker,strategyChecker,22,false,false,1,1,34,34
strategyChecker,strategyChecker,23,true,true,2,2,36,36
strategyChecker,strategyChecker,24,false,false,1,1,37,37
strategyChecker,strategyChecker,25,true,true,2,2,39,39
strategyChecker,strategyChecker,26,false,false,1,1,40,40
strategyChecker,strategyChecker,27,true,true,2,2,42,42
strategyChecker,strategyChecker,28,false,false,1,1,43,43
strategyChecker,strategyChecker,29,true,true,2,2,45,45
strategyChecker,strategyChecker,30,false,false,1,1,46,46
strategyChecker,strategyChecker,31,true,true,2,2,48,48
strategyChecker,strategyChecker,32,false,false,1,1,49,49
strategyChecker,strategyChecker,33,true,true,2,2,51,51
strategyChecker,strategyChecker,34,false,false,1,1,52,52
strategyChecker,strategyChecker,35,true,true,2,2,54,54
strategyChecker,strategyChecker,36,false,false,1,1,55,55
strategyChecker,strategyChecker,37,true,true,2,2,57,57
strategyChecker,strategyChecker,38,false,false,1,1,58,58
strategyChecker,strategyChecker,39,true,true,2,2,60,60
strategyChecker,strategyChecker,40,false,false,1,1,61,61
strategyChecker,strategyChecker,41,true,true,2,2,63,63
strategyChecker,strategyChecker,42,false,false,1,1,64,64
strategyChecker,strategyChecker,43,true,true,2,2,66,66
strategyChecker,strategyChecker,44,false,false,1,1,67,67
strategyChecker,strategyChecker,45,true,true,2,2,69,69
strategyChecker,strategyChecker,46,false,false,1,1,70,70
strategyChecker,strategyChecker,47,true,true,2,2,72,72
strategyChecker,strategyChecker,48,false,false,1,1,73,73
strategyChecker,strategyChecker,49,true,true,2,2,75,75
strategyChecker,strategyChecker,50,false,false,1,1,76,76
strategyChecker,strategyChecker,51,true,true,2,2,78,78
strategyChecker,strategyChecker,52,false,false,1,1,79,79
strategyChecker,strategyChecker,53,true,true,2,2,81,81
strategyChecker,strategyChecker,54,false,false,1,1,82,82
strategyChecker,strategyChecker,55,true,true,2,2,84,84
strategyChecker,strategyChecker,56,false,false,1,1,85,85
strategyChecker,strategyChecker,57,true,true,2,2,87,87
strategyChecker,strategyChecker,58,false,false,1,1,88,88
strategyChecker,strategyChecker,59,true,true,2,2,90,90
strategyChecker,strategyChecker,60,false,false,1,1,91,91
strategyChecker,strategyChecker,61,true,true,2,2,93,93
strategyChecker,strategyChecker,62,false,false,1,1,94,94
strategyChecker,strategyChecker,63,true,true,2,2,96,96
strategyChecker,strategyChecker,64,false,false,1,1,97,97
strategyChecker,strategyChecker,65,true,true,2,2,99,99
strategyChecker,strategyChecker,66,false,false,1,1,100,100
strategyChecker,strategyChecker,67,true,true,2,2,102,102
strategyChecker,strategyChecker,68,false,false,1,1,103,103
strategyChecker,strategyChecker,69,true,true,2,2,105,105
strategyChecker,strategyChecker,70,false,false,1,1,106,106
strategyChecker,strategyChecker,71,true,true,2,2,108,108
strategyChecker,strategyChecker,72,false,false,1,1,109,109
strategyChecker,strategyChecker,73,true,true,2,2,111,111
strategyChecker,strategyChecker,74,false,false,1,1,112,112
strategyChecker,strategyChecker,75,true,true,2,2,114,114
strategyChecker,strategyChecker,76,false,false,1,1,115,115
strategyChecker,strategyChecker,77,true,true,2,2,117,117
strategyChecker,strategyChecker,78,false,false,1,1,118,118
strategyChecker,strategyChecker,79,true,true,2,2,120,120
strategyChecker,strategyChecker,80,false,false,1,1,121,121
strategyChecker,strategyChecker,81,true,true,2,2,123,123
strategyChecker,strategyChecker,82,false,false,1,1,124,124
strategyChecker,strategyChecker,83,true,true,2,2,126,126
strategyChecker,strategyChecker,84,false,false,1,1,127,127
strategyChecker,strategyChecker,85,true,true,2,2,129,129
strategyChecker,strategyChecker,86,false,false,1,1,130,130
strategyChecker,strategyChecker,87,true,true,2,2,132,132
strategyChecker,strategyChecker,88,false,false,1,1,133,133
strategyChecker,strategyChecker,89,true,true,2,2,135,135
strategyChecker,strategyChecker,90,false,false,1,1,136,136
strategyChecker,strategyChecker,91,true,true,2,2,138,138
strategyChecker,strategyChecker,92,false,false,1,1,139,139
strategyChecker,strategyChecker,93,true,true,2,2,141,141
strategyChecker,strategyChecker,94,false,false,1,1,142,142
strategyChecker,strategyChecker,95,true,true,2,2,144,144
strategyChecker,strategyChecker,96,false,false,1,1,145,145
strategyChecker,strategyChecker,97,true,true,2,2,147,147
strategyChecker,strategyChecker,98,false,false,1,1,148,148
strategyChecker,strategyChecker,99,true,true,2,2,150,150
